date,sku,warehouse,sales_qty,demand_qty,sales_value_vnd,is_promotion_day,stockout_flag,month
2024-01-01,SKU-1007,WH-002,110,110,841500.0,False,False,2024-01
2024-01-01,SKU-1009,WH-002,427,427,4835775.0,False,False,2024-01
2024-01-01,SKU-1010,WH-002,437,437,3075169.0,False,False,2024-01
2024-01-01,SKU-1011,WH-002,400,400,4701200.0,False,False,2024-01
2024-01-01,SKU-1012,WH-002,213,213,2519151.0,False,False,2024-01
2024-01-01,SKU-1013,WH-002,385,385,10622920.0,False,False,2024-01
2024-01-01,SKU-1014,WH-002,342,342,3092706.0,False,False,2024-01
2024-01-01,SKU-1016,WH-002,223,223,2014136.0,False,False,2024-01
2024-01-01,SKU-1017,WH-002,381,381,8784717.0,False,False,2024-01
2024-01-01,SKU-1018,WH-002,99,99,1037718.0,False,False,2024-01
2024-01-01,SKU-1022,WH-002,305,305,5922185.0,False,False,2024-01
2024-01-01,SKU-1023,WH-002,88,88,1192488.0,False,False,2024-01
2024-01-01,SKU-1024,WH-002,100,100,2254900.0,False,False,2024-01
2024-01-01,SKU-1025,WH-002,110,426,2233990.0,False,True,2024-01
2024-01-01,SKU-1026,WH-002,89,89,1034714.0,False,False,2024-01
2024-01-01,SKU-1027,WH-002,389,389,5738139.0,False,False,2024-01
2024-01-01,SKU-1028,WH-002,403,403,4813432.0,False,False,2024-01
2024-01-01,SKU-1029,WH-002,320,320,2770560.0,False,False,2024-01
2024-01-01,SKU-1000,WH-003,322,322,6785184.0,False,False,2024-01
2024-01-01,SKU-1001,WH-003,494,494,14627834.0,False,False,2024-01
2024-01-01,SKU-1002,WH-003,424,424,13257632.0,False,False,2024-01
2024-01-01,SKU-1003,WH-003,101,453,1245128.0,False,True,2024-01
2024-01-01,SKU-1005,WH-003,356,356,3322904.0,False,False,2024-01
2024-01-01,SKU-1006,WH-003,115,115,1361370.0,False,False,2024-01
2024-01-01,SKU-1007,WH-003,94,94,719100.0,False,False,2024-01
2024-01-01,SKU-1009,WH-003,590,590,6681750.0,False,False,2024-01
2024-01-01,SKU-1010,WH-003,669,669,4707753.0,False,False,2024-01
2024-01-01,SKU-1011,WH-003,486,486,5711958.0,False,False,2024-01
2024-01-01,SKU-1012,WH-003,315,315,3725505.0,False,False,2024-01
2024-01-01,SKU-1013,WH-003,566,566,15617072.0,False,False,2024-01
2024-01-01,SKU-1014,WH-003,498,498,4503414.0,False,False,2024-01
2024-01-01,SKU-1016,WH-003,235,235,2122520.0,False,False,2024-01
2024-01-01,SKU-1017,WH-003,371,371,8554147.0,False,False,2024-01
2024-01-01,SKU-1018,WH-003,56,150,586992.0,False,True,2024-01
2024-01-01,SKU-1022,WH-003,258,258,5009586.0,False,False,2024-01
2024-01-01,SKU-1023,WH-003,217,217,2940567.0,False,False,2024-01
2024-01-01,SKU-1024,WH-003,114,114,2570586.0,False,False,2024-01
2024-01-01,SKU-1025,WH-003,545,545,11068405.0,False,False,2024-01
2024-01-01,SKU-1026,WH-003,0,63,0.0,False,True,2024-01
2024-01-01,SKU-1027,WH-003,324,324,4779324.0,False,False,2024-01
2024-01-01,SKU-1028,WH-003,486,486,5804784.0,False,False,2024-01
2024-01-01,SKU-1029,WH-003,477,477,4129866.0,False,False,2024-01
2024-01-01,SKU-1000,WH-004,336,336,7080192.0,False,False,2024-01
2024-01-01,SKU-1001,WH-004,441,441,13058451.0,False,False,2024-01
2024-01-01,SKU-1002,WH-004,415,415,12976220.0,False,False,2024-01
2024-01-01,SKU-1003,WH-004,364,364,4487392.0,False,False,2024-01
2024-01-01,SKU-1005,WH-004,350,350,3266900.0,False,False,2024-01
2024-01-01,SKU-1006,WH-004,159,159,1882242.0,False,False,2024-01
2024-01-01,SKU-1007,WH-004,23,23,175950.0,False,False,2024-01
2024-01-01,SKU-1009,WH-004,519,519,5877675.0,False,False,2024-01
2024-01-01,SKU-1010,WH-004,510,510,3588870.0,False,False,2024-01
2024-01-01,SKU-1011,WH-004,383,383,4501399.0,False,False,2024-01
2024-01-01,SKU-1012,WH-004,345,345,4080315.0,False,False,2024-01
2024-01-01,SKU-1013,WH-004,444,444,12250848.0,False,False,2024-01
2024-01-01,SKU-1014,WH-004,467,467,4223081.0,False,False,2024-01
2024-01-01,SKU-1016,WH-004,244,244,2203808.0,False,False,2024-01
2024-01-01,SKU-1017,WH-004,410,410,9453370.0,False,False,2024-01
2024-01-01,SKU-1018,WH-004,205,205,2148810.0,False,False,2024-01
2024-01-01,SKU-1022,WH-004,224,224,4349408.0,False,False,2024-01
2024-01-01,SKU-1023,WH-004,115,115,1558365.0,False,False,2024-01
2024-01-01,SKU-1024,WH-004,116,116,2615684.0,False,False,2024-01
2024-01-01,SKU-1025,WH-004,481,481,9768629.0,False,False,2024-01
2024-01-01,SKU-1026,WH-004,123,123,1429998.0,False,False,2024-01
2024-01-01,SKU-1027,WH-004,324,324,4779324.0,False,False,2024-01
2024-01-01,SKU-1028,WH-004,426,426,5088144.0,False,False,2024-01
2024-01-01,SKU-1029,WH-004,394,394,3411252.0,False,False,2024-01
2024-01-01,SKU-1000,WH-005,336,336,7080192.0,False,False,2024-01
2024-01-01,SKU-1001,WH-005,460,460,13621060.0,False,False,2024-01
2024-01-01,SKU-1002,WH-005,507,507,15852876.0,False,False,2024-01
2024-01-01,SKU-1003,WH-005,409,409,5042152.0,False,False,2024-01
2024-01-01,SKU-1005,WH-005,338,338,3154892.0,False,False,2024-01
2024-01-01,SKU-1006,WH-005,120,120,1420560.0,False,False,2024-01
2024-01-01,SKU-1007,WH-005,151,151,1155150.0,False,False,2024-01
2024-01-01,SKU-1009,WH-005,527,527,5968275.0,False,False,2024-01
2024-01-01,SKU-1010,WH-005,313,529,2202581.0,False,True,2024-01
2024-01-01,SKU-1011,WH-005,406,406,4771718.0,False,False,2024-01
2024-01-01,SKU-1012,WH-005,273,273,3228771.0,False,False,2024-01
2024-01-01,SKU-1013,WH-005,554,554,15285968.0,False,False,2024-01
2024-01-01,SKU-1014,WH-005,454,454,4105522.0,False,False,2024-01
2024-01-01,SKU-1016,WH-005,323,323,2917336.0,False,False,2024-01
2024-01-01,SKU-1017,WH-005,22,407,507254.0,False,True,2024-01
2024-01-01,SKU-1018,WH-005,147,147,1540854.0,False,False,2024-01
2024-01-01,SKU-1022,WH-005,312,312,6058104.0,False,False,2024-01
2024-01-01,SKU-1023,WH-005,139,139,1883589.0,False,False,2024-01
2024-01-01,SKU-1024,WH-005,122,122,2750978.0,False,False,2024-01
2024-01-01,SKU-1025,WH-005,541,541,10987169.0,False,False,2024-01
2024-01-01,SKU-1026,WH-005,112,112,1302112.0,False,False,2024-01
2024-01-01,SKU-1027,WH-005,61,361,899811.0,False,True,2024-01
2024-01-01,SKU-1028,WH-005,483,483,5768952.0,False,False,2024-01
2024-01-01,SKU-1029,WH-005,443,443,3835494.0,False,False,2024-01
2024-01-01,SKU-1000,WH-006,332,332,6995904.0,False,False,2024-01
2024-01-01,SKU-1001,WH-006,361,361,10689571.0,False,False,2024-01
2024-01-01,SKU-1002,WH-006,353,353,11037604.0,False,False,2024-01
2024-01-01,SKU-1003,WH-006,224,386,2761472.0,False,True,2024-01
2024-01-01,SKU-1005,WH-006,259,259,2417506.0,False,False,2024-01
2024-01-01,SKU-1006,WH-006,87,87,1029906.0,False,False,2024-01
2024-01-01,SKU-1007,WH-006,108,108,826200.0,False,False,2024-01
2024-01-01,SKU-1009,WH-006,243,448,2751975.0,False,True,2024-01
2024-01-01,SKU-1010,WH-006,451,451,3173687.0,False,False,2024-01
2024-01-01,SKU-1011,WH-006,330,330,3878490.0,False,False,2024-01
2024-01-01,SKU-1012,WH-006,274,274,3240598.0,False,False,2024-01
2024-01-01,SKU-1013,WH-006,446,446,12306032.0,False,False,2024-01
2024-01-01,SKU-1014,WH-006,410,410,3707630.0,False,False,2024-01
2024-01-01,SKU-1016,WH-006,235,235,2122520.0,False,False,2024-01
2024-01-01,SKU-1017,WH-006,388,388,8946116.0,False,False,2024-01
2024-01-01,SKU-1018,WH-006,194,194,2033508.0,False,False,2024-01
2024-01-01,SKU-1022,WH-006,334,334,6485278.0,False,False,2024-01
2024-01-01,SKU-1023,WH-006,134,134,1815834.0,False,False,2024-01
2024-01-01,SKU-1024,WH-006,93,93,2097057.0,False,False,2024-01
2024-01-01,SKU-1025,WH-006,486,486,9870174.0,False,False,2024-01
2024-01-01,SKU-1026,WH-006,148,148,1720648.0,False,False,2024-01
2024-01-01,SKU-1027,WH-006,273,273,4027023.0,False,False,2024-01
2024-01-01,SKU-1028,WH-006,414,414,4944816.0,False,False,2024-01
2024-01-01,SKU-1029,WH-006,433,433,3748914.0,False,False,2024-01
2024-01-01,SKU-1000,WH-007,375,375,7902000.0,False,False,2024-01
2024-01-01,SKU-1001,WH-007,438,438,12969618.0,False,False,2024-01
2024-01-01,SKU-1002,WH-007,234,405,7316712.0,False,True,2024-01
2024-01-01,SKU-1003,WH-007,539,539,6644792.0,False,False,2024-01
2024-01-01,SKU-1005,WH-007,351,351,3276234.0,False,False,2024-01
2024-01-01,SKU-1006,WH-007,73,73,864174.0,False,False,2024-01
2024-01-01,SKU-1007,WH-007,181,181,1384650.0,False,False,2024-01
2024-01-01,SKU-1009,WH-007,449,449,5084925.0,False,False,2024-01
2024-01-01,SKU-1010,WH-007,545,545,3835165.0,False,False,2024-01
2024-01-01,SKU-1011,WH-007,360,360,4231080.0,False,False,2024-01
2024-01-01,SKU-1012,WH-007,307,307,3630889.0,False,False,2024-01
2024-01-01,SKU-1013,WH-007,164,469,4525088.0,False,True,2024-01
2024-01-01,SKU-1014,WH-007,497,497,4494371.0,False,False,2024-01
2024-01-01,SKU-1016,WH-007,264,264,2384448.0,False,False,2024-01
2024-01-01,SKU-1017,WH-007,527,527,12151039.0,False,False,2024-01
2024-01-01,SKU-1018,WH-007,256,256,2683392.0,False,False,2024-01
2024-01-01,SKU-1022,WH-007,423,423,8213391.0,False,False,2024-01
2024-01-01,SKU-1023,WH-007,113,113,1531263.0,False,False,2024-01
2024-01-01,SKU-1024,WH-007,121,121,2728429.0,False,False,2024-01
2024-01-01,SKU-1025,WH-007,545,545,11068405.0,False,False,2024-01
2024-01-01,SKU-1026,WH-007,146,146,1697396.0,False,False,2024-01
2024-01-01,SKU-1027,WH-007,415,415,6121665.0,False,False,2024-01
2024-01-01,SKU-1028,WH-007,532,532,6354208.0,False,False,2024-01
2024-01-01,SKU-1029,WH-007,445,445,3852810.0,False,False,2024-01
2024-01-02,SKU-1000,WH-001,183,183,3856176.0,False,False,2024-01
2024-01-02,SKU-1001,WH-001,436,436,12910396.0,False,False,2024-01
2024-01-02,SKU-1002,WH-001,342,342,10693656.0,False,False,2024-01
2024-01-02,SKU-1003,WH-001,403,403,4968184.0,False,False,2024-01
2024-01-02,SKU-1005,WH-001,241,241,2249494.0,False,False,2024-01
2024-01-02,SKU-1006,WH-001,118,118,1396884.0,False,False,2024-01
2024-01-02,SKU-1007,WH-001,68,68,520200.0,False,False,2024-01
2024-01-02,SKU-1009,WH-001,57,381,645525.0,False,True,2024-01
2024-01-02,SKU-1010,WH-001,387,387,2723319.0,False,False,2024-01
2024-01-02,SKU-1011,WH-001,368,368,4325104.0,False,False,2024-01
2024-01-02,SKU-1012,WH-001,262,262,3098674.0,False,False,2024-01
2024-01-02,SKU-1013,WH-001,442,442,12195664.0,False,False,2024-01
2024-01-02,SKU-1014,WH-001,102,394,922386.0,False,True,2024-01
2024-01-02,SKU-1016,WH-001,172,172,1553504.0,False,False,2024-01
2024-01-02,SKU-1017,WH-001,391,391,9015287.0,False,False,2024-01
2024-01-02,SKU-1018,WH-001,167,167,1750494.0,False,False,2024-01
2024-01-02,SKU-1022,WH-001,252,252,4893084.0,False,False,2024-01
2024-01-02,SKU-1023,WH-001,156,156,2113956.0,False,False,2024-01
2024-01-02,SKU-1024,WH-001,139,139,3134311.0,False,False,2024-01
2024-01-02,SKU-1025,WH-001,444,444,9017196.0,False,False,2024-01
2024-01-02,SKU-1026,WH-001,105,105,1220730.0,False,False,2024-01
2024-01-02,SKU-1027,WH-001,398,398,5870898.0,False,False,2024-01
2024-01-02,SKU-1028,WH-001,384,384,4586496.0,False,False,2024-01
2024-01-02,SKU-1029,WH-001,342,342,2961036.0,False,False,2024-01
2024-01-02,SKU-1000,WH-002,342,342,7206624.0,False,False,2024-01
2024-01-02,SKU-1001,WH-002,444,444,13147284.0,False,False,2024-01
2024-01-02,SKU-1002,WH-002,358,358,11193944.0,False,False,2024-01
2024-01-02,SKU-1003,WH-002,327,327,4031256.0,False,False,2024-01
2024-01-02,SKU-1005,WH-002,291,291,2716194.0,False,False,2024-01
2024-01-02,SKU-1006,WH-002,127,127,1503426.0,False,False,2024-01
2024-01-02,SKU-1007,WH-002,164,164,1254600.0,False,False,2024-01
2024-01-02,SKU-1009,WH-002,485,485,5492625.0,False,False,2024-01
2024-01-02,SKU-1010,WH-002,481,481,3384797.0,False,False,2024-01
2024-01-02,SKU-1011,WH-002,465,465,5465145.0,False,False,2024-01
2024-01-02,SKU-1012,WH-002,218,356,2578286.0,False,True,2024-01
2024-01-02,SKU-1013,WH-002,474,474,13078608.0,False,False,2024-01
2024-01-02,SKU-1014,WH-002,417,417,3770931.0,False,False,2024-01
2024-01-02,SKU-1016,WH-002,286,286,2583152.0,False,False,2024-01
2024-01-02,SKU-1017,WH-002,458,458,10560106.0,False,False,2024-01
2024-01-02,SKU-1018,WH-002,161,161,1687602.0,False,False,2024-01
2024-01-02,SKU-1022,WH-002,310,310,6019270.0,False,False,2024-01
2024-01-02,SKU-1023,WH-002,217,217,2940567.0,False,False,2024-01
2024-01-02,SKU-1024,WH-002,68,160,1533332.0,False,True,2024-01
2024-01-02,SKU-1025,WH-002,469,469,9524921.0,False,False,2024-01
2024-01-02,SKU-1026,WH-002,59,59,685934.0,False,False,2024-01
2024-01-02,SKU-1027,WH-002,302,302,4454802.0,False,False,2024-01
2024-01-02,SKU-1028,WH-002,460,460,5494240.0,False,False,2024-01
2024-01-02,SKU-1029,WH-002,398,398,3445884.0,False,False,2024-01
2024-01-02,SKU-1000,WH-003,394,394,8302368.0,False,False,2024-01
2024-01-02,SKU-1001,WH-003,319,505,9445909.0,False,True,2024-01
2024-01-02,SKU-1002,WH-003,535,535,16728380.0,False,False,2024-01
2024-01-02,SKU-1003,WH-003,521,521,6422888.0,False,False,2024-01
2024-01-02,SKU-1005,WH-003,309,309,2884206.0,False,False,2024-01
2024-01-02,SKU-1006,WH-003,130,130,1538940.0,False,False,2024-01
2024-01-02,SKU-1007,WH-003,0,0,0.0,False,False,2024-01
2024-01-02,SKU-1009,WH-003,539,539,6104175.0,False,False,2024-01
2024-01-02,SKU-1010,WH-003,654,654,4602198.0,False,False,2024-01
2024-01-02,SKU-1011,WH-003,466,466,5476898.0,False,False,2024-01
2024-01-02,SKU-1012,WH-003,153,267,1809531.0,False,True,2024-01
2024-01-02,SKU-1013,WH-003,442,442,12195664.0,False,False,2024-01
2024-01-02,SKU-1014,WH-003,492,492,4449156.0,False,False,2024-01
2024-01-02,SKU-1016,WH-003,275,275,2483800.0,False,False,2024-01
2024-01-02,SKU-1017,WH-003,416,416,9591712.0,False,False,2024-01
2024-01-02,SKU-1018,WH-003,233,233,2442306.0,False,False,2024-01
2024-01-02,SKU-1022,WH-003,330,330,6407610.0,False,False,2024-01
2024-01-02,SKU-1023,WH-003,109,109,1477059.0,False,False,2024-01
2024-01-02,SKU-1024,WH-003,66,198,1488234.0,False,True,2024-01
2024-01-02,SKU-1025,WH-003,484,484,9829556.0,False,False,2024-01
2024-01-02,SKU-1026,WH-003,147,147,1709022.0,False,False,2024-01
2024-01-02,SKU-1027,WH-003,341,341,5030091.0,False,False,2024-01
2024-01-02,SKU-1028,WH-003,486,486,5804784.0,False,False,2024-01
2024-01-02,SKU-1029,WH-003,433,433,3748914.0,False,False,2024-01
2024-01-02,SKU-1000,WH-004,243,243,5120496.0,False,False,2024-01
2024-01-02,SKU-1001,WH-004,304,304,9001744.0,False,False,2024-01
2024-01-02,SKU-1002,WH-004,339,339,10599852.0,False,False,2024-01
2024-01-02,SKU-1003,WH-004,275,275,3390200.0,False,False,2024-01
2024-01-02,SKU-1005,WH-004,213,213,1988142.0,False,False,2024-01
2024-01-02,SKU-1006,WH-004,95,95,1124610.0,False,False,2024-01
2024-01-02,SKU-1007,WH-004,25,25,191250.0,False,False,2024-01
2024-01-02,SKU-1009,WH-004,380,380,4303500.0,False,False,2024-01
2024-01-02,SKU-1010,WH-004,381,381,2681097.0,False,False,2024-01
2024-01-02,SKU-1011,WH-004,388,388,4560164.0,False,False,2024-01
2024-01-02,SKU-1012,WH-004,186,186,2199822.0,False,False,2024-01
2024-01-02,SKU-1013,WH-004,370,370,10209040.0,False,False,2024-01
2024-01-02,SKU-1014,WH-004,333,333,3011319.0,False,False,2024-01
2024-01-02,SKU-1016,WH-004,147,147,1327704.0,False,False,2024-01
2024-01-02,SKU-1017,WH-004,319,319,7355183.0,False,False,2024-01
2024-01-02,SKU-1018,WH-004,170,170,1781940.0,False,False,2024-01
2024-01-02,SKU-1022,WH-004,226,226,4388242.0,False,False,2024-01
2024-01-02,SKU-1023,WH-004,82,82,1111182.0,False,False,2024-01
2024-01-02,SKU-1024,WH-004,85,85,1916665.0,False,False,2024-01
2024-01-02,SKU-1025,WH-004,386,386,7839274.0,False,False,2024-01
2024-01-02,SKU-1026,WH-004,110,110,1278860.0,False,False,2024-01
2024-01-02,SKU-1027,WH-004,296,296,4366296.0,False,False,2024-01
2024-01-02,SKU-1028,WH-004,361,361,4311784.0,False,False,2024-01
2024-01-02,SKU-1029,WH-004,330,330,2857140.0,False,False,2024-01
2024-01-02,SKU-1000,WH-005,351,351,7396272.0,False,False,2024-01
2024-01-02,SKU-1001,WH-005,408,408,12081288.0,False,False,2024-01
2024-01-02,SKU-1002,WH-005,330,330,10318440.0,False,False,2024-01
2024-01-02,SKU-1003,WH-005,326,326,4018928.0,False,False,2024-01
2024-01-02,SKU-1005,WH-005,286,286,2669524.0,False,False,2024-01
2024-01-02,SKU-1006,WH-005,75,75,887850.0,False,False,2024-01
2024-01-02,SKU-1007,WH-005,91,91,696150.0,False,False,2024-01
2024-01-02,SKU-1009,WH-005,446,446,5050950.0,False,False,2024-01
2024-01-02,SKU-1010,WH-005,458,458,3222946.0,False,False,2024-01
2024-01-02,SKU-1011,WH-005,336,336,3949008.0,False,False,2024-01
2024-01-02,SKU-1012,WH-005,303,303,3583581.0,False,False,2024-01
2024-01-02,SKU-1013,WH-005,429,429,11836968.0,False,False,2024-01
2024-01-02,SKU-1014,WH-005,208,386,1880944.0,False,True,2024-01
2024-01-02,SKU-1016,WH-005,195,195,1761240.0,False,False,2024-01
2024-01-02,SKU-1017,WH-005,405,405,9338085.0,False,False,2024-01
2024-01-02,SKU-1018,WH-005,147,147,1540854.0,False,False,2024-01
2024-01-02,SKU-1022,WH-005,200,200,3883400.0,False,False,2024-01
2024-01-02,SKU-1023,WH-005,124,124,1680324.0,False,False,2024-01
2024-01-02,SKU-1024,WH-005,106,106,2390194.0,False,False,2024-01
2024-01-02,SKU-1025,WH-005,434,434,8814106.0,False,False,2024-01
2024-01-02,SKU-1026,WH-005,101,101,1174226.0,False,False,2024-01
2024-01-02,SKU-1027,WH-005,274,274,4041774.0,False,False,2024-01
2024-01-02,SKU-1028,WH-005,415,415,4956760.0,False,False,2024-01
2024-01-02,SKU-1029,WH-005,411,411,3558438.0,False,False,2024-01
2024-01-02,SKU-1000,WH-006,189,189,3982608.0,False,False,2024-01
2024-01-02,SKU-1001,WH-006,218,218,6455198.0,False,False,2024-01
2024-01-02,SKU-1002,WH-006,213,213,6660084.0,False,False,2024-01
2024-01-02,SKU-1003,WH-006,185,185,2280680.0,False,False,2024-01
2024-01-02,SKU-1005,WH-006,92,164,858728.0,False,True,2024-01
2024-01-02,SKU-1006,WH-006,43,43,509034.0,False,False,2024-01
2024-01-02,SKU-1007,WH-006,19,48,145350.0,False,True,2024-01
2024-01-02,SKU-1009,WH-006,248,248,2808600.0,False,False,2024-01
2024-01-02,SKU-1010,WH-006,262,262,1843694.0,False,False,2024-01
2024-01-02,SKU-1011,WH-006,225,225,2644425.0,False,False,2024-01
2024-01-02,SKU-1012,WH-006,152,152,1797704.0,False,False,2024-01
2024-01-02,SKU-1013,WH-006,271,271,7477432.0,False,False,2024-01
2024-01-02,SKU-1014,WH-006,253,253,2287879.0,False,False,2024-01
2024-01-02,SKU-1016,WH-006,124,124,1119968.0,False,False,2024-01
2024-01-02,SKU-1017,WH-006,214,214,4934198.0,False,False,2024-01
2024-01-02,SKU-1018,WH-006,55,55,576510.0,False,False,2024-01
2024-01-02,SKU-1022,WH-006,181,181,3514477.0,False,False,2024-01
2024-01-02,SKU-1023,WH-006,77,77,1043427.0,False,False,2024-01
2024-01-02,SKU-1024,WH-006,76,76,1713724.0,False,False,2024-01
2024-01-02,SKU-1025,WH-006,239,239,4853851.0,False,False,2024-01
2024-01-02,SKU-1026,WH-006,82,82,953332.0,False,False,2024-01
2024-01-02,SKU-1027,WH-006,203,203,2994453.0,False,False,2024-01
2024-01-02,SKU-1028,WH-006,234,234,2794896.0,False,False,2024-01
2024-01-02,SKU-1029,WH-006,189,189,1636362.0,False,False,2024-01
2024-01-02,SKU-1000,WH-007,291,291,6131952.0,False,False,2024-01
2024-01-02,SKU-1001,WH-007,321,321,9505131.0,False,False,2024-01
2024-01-02,SKU-1002,WH-007,306,306,9568008.0,False,False,2024-01
2024-01-02,SKU-1003,WH-007,284,284,3501152.0,False,False,2024-01
2024-01-02,SKU-1005,WH-007,206,206,1922804.0,False,False,2024-01
2024-01-02,SKU-1006,WH-007,60,60,710280.0,False,False,2024-01
2024-01-02,SKU-1007,WH-007,52,52,397800.0,False,False,2024-01
2024-01-02,SKU-1009,WH-007,410,410,4643250.0,False,False,2024-01
2024-01-02,SKU-1010,WH-007,305,478,2146285.0,False,True,2024-01
2024-01-02,SKU-1011,WH-007,93,307,1093029.0,False,True,2024-01
2024-01-02,SKU-1012,WH-007,185,185,2187995.0,False,False,2024-01
2024-01-02,SKU-1013,WH-007,244,360,6732448.0,False,True,2024-01
2024-01-02,SKU-1014,WH-007,333,333,3011319.0,False,False,2024-01
2024-01-02,SKU-1016,WH-007,204,204,1842528.0,False,False,2024-01
2024-01-02,SKU-1017,WH-007,318,318,7332126.0,False,False,2024-01
2024-01-02,SKU-1018,WH-007,159,159,1666638.0,False,False,2024-01
2024-01-02,SKU-1022,WH-007,171,171,3320307.0,False,False,2024-01
2024-01-02,SKU-1023,WH-007,146,146,1978446.0,False,False,2024-01
2024-01-02,SKU-1024,WH-007,90,90,2029410.0,False,False,2024-01
2024-01-02,SKU-1025,WH-007,383,383,7778347.0,False,False,2024-01
2024-01-02,SKU-1026,WH-007,39,39,453414.0,False,False,2024-01
2024-01-02,SKU-1027,WH-007,333,333,4912083.0,False,False,2024-01
2024-01-02,SKU-1028,WH-007,347,347,4144568.0,False,False,2024-01
2024-01-02,SKU-1029,WH-007,406,406,3515148.0,False,False,2024-01
2024-01-03,SKU-1000,WH-001,287,287,6047664.0,False,False,2024-01
2024-01-03,SKU-1001,WH-001,461,461,13650671.0,False,False,2024-01
2024-01-03,SKU-1002,WH-001,498,498,15571464.0,False,False,2024-01
2024-01-03,SKU-1003,WH-001,419,419,5165432.0,False,False,2024-01
2024-01-03,SKU-1005,WH-001,189,353,1764126.0,False,True,2024-01
2024-01-03,SKU-1006,WH-001,110,110,1302180.0,False,False,2024-01
2024-01-03,SKU-1007,WH-001,186,186,1422900.0,False,False,2024-01
2024-01-03,SKU-1009,WH-001,432,432,4892400.0,False,False,2024-01
2024-01-03,SKU-1010,WH-001,526,526,3701462.0,False,False,2024-01
2024-01-03,SKU-1011,WH-001,434,434,5100802.0,False,False,2024-01
2024-01-03,SKU-1012,WH-001,269,269,3181463.0,False,False,2024-01
2024-01-03,SKU-1013,WH-001,431,431,11892152.0,False,False,2024-01
2024-01-03,SKU-1014,WH-001,502,502,4539586.0,False,False,2024-01
2024-01-03,SKU-1016,WH-001,338,338,3052816.0,False,False,2024-01
2024-01-03,SKU-1017,WH-001,417,417,9614769.0,False,False,2024-01
2024-01-03,SKU-1018,WH-001,171,171,1792422.0,False,False,2024-01
2024-01-03,SKU-1022,WH-001,372,372,7223124.0,False,False,2024-01
2024-01-03,SKU-1023,WH-001,180,180,2439180.0,False,False,2024-01
2024-01-03,SKU-1024,WH-001,184,184,4149016.0,False,False,2024-01
2024-01-03,SKU-1025,WH-001,474,474,9626466.0,False,False,2024-01
2024-01-03,SKU-1026,WH-001,188,188,2185688.0,False,False,2024-01
2024-01-03,SKU-1027,WH-001,382,382,5634882.0,False,False,2024-01
2024-01-03,SKU-1028,WH-001,447,447,5338968.0,False,False,2024-01
2024-01-03,SKU-1029,WH-001,338,338,2926404.0,False,False,2024-01
2024-01-03,SKU-1000,WH-002,243,243,5120496.0,False,False,2024-01
2024-01-03,SKU-1001,WH-002,286,286,8468746.0,False,False,2024-01
2024-01-03,SKU-1002,WH-002,268,268,8379824.0,False,False,2024-01
2024-01-03,SKU-1003,WH-002,2,201,24656.0,False,True,2024-01
2024-01-03,SKU-1005,WH-002,200,200,1866800.0,False,False,2024-01
2024-01-03,SKU-1006,WH-002,30,30,355140.0,False,False,2024-01
