snapshot_date,sku,warehouse,on_hand_units,unit_cost_vnd,inventory_value_vnd,used_cbm,inventory_type,lot_number,expiry_date
2024-06-28,SKU-1025,WH-001,2586,20309.0,52519074.0,74.218,Third-Party Storage,LOT-50823,2024-08-28
2024-06-28,SKU-1026,WH-001,124,11626.0,1441624.0,6.808,Finished Goods,LOT-76980,2024-12-22
2024-06-28,SKU-1027,WH-001,380,14751.0,5605380.0,18.582,Finished Goods,LOT-36716,2024-09-16
2024-06-28,SKU-1028,WH-001,1027,11944.0,12266488.0,78.36,Third-Party Storage,LOT-57052,2024-12-21
2024-06-28,SKU-1029,WH-001,1056,8658.0,9142848.0,54.067,Finished Goods,LOT-13598,2024-08-22
2024-06-28,SKU-1000,WH-002,214,21072.0,4509408.0,15.301,Raw Material,LOT-98463,2024-09-11
2024-06-28,SKU-1001,WH-002,546,29611.0,16167606.0,36.691,Raw Material,LOT-69980,2026-05-13
2024-06-28,SKU-1002,WH-002,975,31268.0,30486300.0,57.135,Third-Party Storage,LOT-67421,2025-04-13
2024-06-28,SKU-1003,WH-002,705,12328.0,8691240.0,16.779,Finished Goods,LOT-27256,2024-08-05
2024-06-28,SKU-1005,WH-002,1532,9334.0,14299688.0,34.623,Finished Goods,LOT-78674,2025-01-28
2024-06-28,SKU-1006,WH-002,935,11838.0,11068530.0,36.932,Raw Material,LOT-74616,2024-08-26
2024-06-28,SKU-1007,WH-002,2865,7650.0,21917250.0,138.953,Finished Goods,LOT-76238,2024-09-25
2024-06-28,SKU-1009,WH-002,675,11325.0,7644375.0,25.177,Raw Material,LOT-55817,2024-09-30
2024-06-28,SKU-1010,WH-002,1190,7037.0,8374030.0,79.968,Finished Goods,LOT-56669,2024-08-17
2024-06-28,SKU-1011,WH-002,803,11753.0,9437659.0,43.442,Raw Material,LOT-25564,2024-09-17
2024-06-28,SKU-1012,WH-002,2336,11827.0,27627872.0,125.91,Raw Material,LOT-41239,2025-04-20
2024-06-28,SKU-1013,WH-002,1843,27592.0,50852056.0,70.403,Third-Party Storage,LOT-25796,2024-10-26
2024-06-28,SKU-1014,WH-002,1264,9043.0,11430352.0,89.997,Finished Goods,LOT-68261,2025-11-19
2024-06-28,SKU-1016,WH-002,474,9032.0,4281168.0,32.611,Third-Party Storage,LOT-39573,2024-08-12
2024-06-28,SKU-1017,WH-002,2594,23057.0,59809858.0,123.734,Finished Goods,LOT-93180,2026-01-28
2024-06-28,SKU-1018,WH-002,1793,10482.0,18794226.0,83.912,Finished Goods,LOT-98988,2024-08-29
2024-06-28,SKU-1022,WH-002,2839,19417.0,55124863.0,109.018,Third-Party Storage,LOT-80705,2024-11-28
2024-06-28,SKU-1023,WH-002,1841,13551.0,24947391.0,116.351,Raw Material,LOT-78124,2024-09-29
2024-06-28,SKU-1024,WH-002,2598,22549.0,58582302.0,65.21,Third-Party Storage,LOT-19112,2025-07-18
2024-06-28,SKU-1025,WH-002,1860,20309.0,37774740.0,53.382,Third-Party Storage,LOT-88514,2024-07-30
2024-06-28,SKU-1026,WH-002,1346,11626.0,15648596.0,73.895,Finished Goods,LOT-28477,2025-03-03
2024-06-28,SKU-1027,WH-002,2678,14751.0,39503178.0,130.954,Finished Goods,LOT-61508,2024-08-31
2024-06-28,SKU-1028,WH-002,1488,11944.0,17772672.0,113.534,Third-Party Storage,LOT-40353,2024-10-06
2024-06-28,SKU-1029,WH-002,2247,8658.0,19454526.0,115.046,Finished Goods,LOT-85790,2024-10-18
2024-06-28,SKU-1000,WH-003,1227,21072.0,25855344.0,87.73,Raw Material,LOT-92883,2024-09-18
2024-06-28,SKU-1001,WH-003,1105,29611.0,32720155.0,74.256,Raw Material,LOT-14884,2024-12-22
2024-06-28,SKU-1002,WH-003,1945,31268.0,60816260.0,113.977,Third-Party Storage,LOT-53493,2025-05-16
2024-06-28,SKU-1003,WH-003,1586,12328.0,19552208.0,37.747,Finished Goods,LOT-33573,2024-12-16
2024-06-28,SKU-1005,WH-003,1732,9334.0,16166488.0,39.143,Finished Goods,LOT-21479,2024-11-04
2024-06-28,SKU-1006,WH-003,2841,11838.0,33631758.0,112.219,Raw Material,LOT-22777,2024-08-08
2024-06-28,SKU-1007,WH-003,2833,7650.0,21672450.0,137.4,Finished Goods,LOT-99064,2025-02-15
2024-06-28,SKU-1009,WH-003,692,11325.0,7836900.0,25.812,Raw Material,LOT-13414,2025-06-09
2024-06-28,SKU-1010,WH-003,794,7037.0,5587378.0,53.357,Finished Goods,LOT-73174,2024-12-13
2024-06-28,SKU-1011,WH-003,1696,11753.0,19933088.0,91.754,Raw Material,LOT-47837,2024-09-05
2024-06-28,SKU-1012,WH-003,2884,11827.0,34109068.0,155.448,Raw Material,LOT-54898,2024-07-28
2024-06-28,SKU-1013,WH-003,1334,27592.0,36807728.0,50.959,Third-Party Storage,LOT-33468,2024-08-21
2024-06-28,SKU-1014,WH-003,564,9043.0,5100252.0,40.157,Finished Goods,LOT-58309,2024-11-12
2024-06-28,SKU-1016,WH-003,666,9032.0,6015312.0,45.821,Third-Party Storage,LOT-98519,2024-12-23
2024-06-28,SKU-1017,WH-003,781,23057.0,18007517.0,37.254,Finished Goods,LOT-19629,2024-11-21
2024-06-28,SKU-1018,WH-003,1348,10482.0,14129736.0,63.086,Finished Goods,LOT-56950,2024-09-14
2024-06-28,SKU-1022,WH-003,947,19417.0,18387899.0,36.365,Third-Party Storage,LOT-70447,2024-11-16
2024-06-28,SKU-1023,WH-003,672,13551.0,9106272.0,42.47,Raw Material,LOT-64690,2024-09-23
2024-06-28,SKU-1024,WH-003,957,22549.0,21579393.0,24.021,Third-Party Storage,LOT-55451,2024-10-15
2024-06-28,SKU-1025,WH-003,121,20309.0,2457389.0,3.473,Third-Party Storage,LOT-14472,2024-09-04
2024-06-28,SKU-1026,WH-003,1393,11626.0,16195018.0,76.476,Finished Goods,LOT-24302,2024-12-18
2024-06-28,SKU-1027,WH-003,1575,14751.0,23232825.0,77.017,Finished Goods,LOT-70384,2024-09-04
2024-06-28,SKU-1028,WH-003,1668,11944.0,19922592.0,127.268,Third-Party Storage,LOT-54490,2024-11-13
2024-06-28,SKU-1029,WH-003,1107,8658.0,9584406.0,56.678,Finished Goods,LOT-93122,2024-12-02
2024-06-28,SKU-1000,WH-004,564,21072.0,11884608.0,40.326,Raw Material,LOT-82721,2024-08-04
2024-06-28,SKU-1001,WH-004,1107,29611.0,32779377.0,74.39,Raw Material,LOT-63258,2025-08-07
2024-06-28,SKU-1002,WH-004,312,31268.0,9755616.0,18.283,Third-Party Storage,LOT-51306,2025-03-14
2024-06-28,SKU-1003,WH-004,857,12328.0,10565096.0,20.397,Finished Goods,LOT-73078,2024-10-30
2024-06-28,SKU-1005,WH-004,2473,9334.0,23082982.0,55.89,Finished Goods,LOT-58343,2025-06-19
2024-06-28,SKU-1006,WH-004,875,11838.0,10358250.0,34.562,Raw Material,LOT-53760,2024-08-11
2024-06-28,SKU-1007,WH-004,1217,7650.0,9310050.0,59.025,Finished Goods,LOT-13085,2025-03-31
2024-06-28,SKU-1009,WH-004,2566,11325.0,29059950.0,95.712,Raw Material,LOT-89714,2024-12-26
2024-06-28,SKU-1010,WH-004,1125,7037.0,7916625.0,75.6,Finished Goods,LOT-60388,2024-09-11
2024-06-28,SKU-1011,WH-004,940,11753.0,11047820.0,50.854,Raw Material,LOT-66880,2024-07-28
2024-06-28,SKU-1012,WH-004,2419,11827.0,28609513.0,130.384,Raw Material,LOT-88521,2025-06-15
2024-06-28,SKU-1013,WH-004,2039,27592.0,56260088.0,77.89,Third-Party Storage,LOT-51952,2024-09-21
2024-06-28,SKU-1014,WH-004,555,9043.0,5018865.0,39.516,Finished Goods,LOT-19212,2025-12-16
2024-06-28,SKU-1016,WH-004,2528,9032.0,22832896.0,173.926,Third-Party Storage,LOT-41960,2024-10-13
2024-06-28,SKU-1017,WH-004,769,23057.0,17730833.0,36.681,Finished Goods,LOT-77300,2026-01-30
2024-06-28,SKU-1018,WH-004,2443,10482.0,25607526.0,114.332,Finished Goods,LOT-98633,2024-09-11
2024-06-28,SKU-1022,WH-004,2359,19417.0,45804703.0,90.586,Third-Party Storage,LOT-84599,2024-12-21
2024-06-28,SKU-1023,WH-004,895,13551.0,12128145.0,56.564,Raw Material,LOT-80946,2024-11-16
2024-06-28,SKU-1024,WH-004,994,22549.0,22413706.0,24.949,Third-Party Storage,LOT-88108,2024-10-26
2024-06-28,SKU-1025,WH-004,582,20309.0,11819838.0,16.703,Third-Party Storage,LOT-13256,2024-09-16
2024-06-28,SKU-1026,WH-004,622,11626.0,7231372.0,34.148,Finished Goods,LOT-56347,2024-09-08
2024-06-28,SKU-1027,WH-004,1393,14751.0,20548143.0,68.118,Finished Goods,LOT-20802,2024-09-05
2024-06-28,SKU-1028,WH-004,1976,11944.0,23601344.0,150.769,Third-Party Storage,LOT-12450,2025-05-04
2024-06-28,SKU-1029,WH-004,405,8658.0,3506490.0,20.736,Finished Goods,LOT-80780,2024-12-08
2024-06-28,SKU-1000,WH-005,2106,21072.0,44377632.0,150.579,Raw Material,LOT-27495,2024-08-19
2024-06-28,SKU-1001,WH-005,1790,29611.0,53003690.0,120.288,Raw Material,LOT-19229,2026-02-22
2024-06-28,SKU-1002,WH-005,2563,31268.0,80139884.0,150.192,Third-Party Storage,LOT-43534,2025-04-02
2024-06-28,SKU-1003,WH-005,1715,12328.0,21142520.0,40.817,Finished Goods,LOT-13737,2024-09-01
2024-06-28,SKU-1005,WH-005,2507,9334.0,23400338.0,56.658,Finished Goods,LOT-85521,2024-09-17
2024-06-28,SKU-1006,WH-005,2810,11838.0,33264780.0,110.995,Raw Material,LOT-86239,2024-07-29
2024-06-28,SKU-1007,WH-005,264,7650.0,2019600.0,12.804,Finished Goods,LOT-62284,2025-01-07
2024-06-28,SKU-1009,WH-005,1405,11325.0,15911625.0,52.407,Raw Material,LOT-63078,2024-09-28
2024-06-28,SKU-1010,WH-005,1737,7037.0,12223269.0,116.726,Finished Goods,LOT-96911,2024-12-13
2024-06-28,SKU-1011,WH-005,804,11753.0,9449412.0,43.496,Raw Material,LOT-39658,2024-08-01
2024-06-28,SKU-1012,WH-005,877,11827.0,10372279.0,47.27,Raw Material,LOT-45824,2024-11-25
2024-06-28,SKU-1013,WH-005,538,27592.0,14844496.0,20.552,Third-Party Storage,LOT-94239,2024-09-21
2024-06-28,SKU-1014,WH-005,2559,9043.0,23141037.0,182.201,Finished Goods,LOT-88358,2025-03-29
2024-06-28,SKU-1016,WH-005,1909,9032.0,17242088.0,131.339,Third-Party Storage,LOT-42556,2024-11-05
2024-06-28,SKU-1017,WH-005,607,23057.0,13995599.0,28.954,Finished Goods,LOT-61899,2026-04-29
2024-06-28,SKU-1018,WH-005,2317,10482.0,24286794.0,108.436,Finished Goods,LOT-36813,2024-07-31
2024-06-28,SKU-1022,WH-005,2921,19417.0,56717057.0,112.166,Third-Party Storage,LOT-77389,2025-01-12
2024-06-28,SKU-1023,WH-005,1520,13551.0,20597520.0,96.064,Raw Material,LOT-83020,2024-12-03
2024-06-28,SKU-1024,WH-005,1365,22549.0,30779385.0,34.261,Third-Party Storage,LOT-80536,2025-03-07
2024-06-28,SKU-1025,WH-005,2897,20309.0,58835173.0,83.144,Third-Party Storage,LOT-10079,2024-09-16
2024-06-28,SKU-1026,WH-005,1236,11626.0,14369736.0,67.856,Finished Goods,LOT-34609,2025-02-22
2024-06-28,SKU-1027,WH-005,1946,14751.0,28705446.0,95.159,Finished Goods,LOT-52108,2024-09-25
2024-06-28,SKU-1028,WH-005,1652,11944.0,19731488.0,126.048,Third-Party Storage,LOT-45713,2025-02-09
2024-06-28,SKU-1029,WH-005,705,8658.0,6103890.0,36.096,Finished Goods,LOT-48012,2024-12-24
2024-06-28,SKU-1000,WH-006,1330,21072.0,28025760.0,95.095,Raw Material,LOT-46097,2024-07-28
2024-06-28,SKU-1001,WH-006,1930,29611.0,57149230.0,129.696,Raw Material,LOT-54610,2024-09-07
2024-06-28,SKU-1002,WH-006,2440,31268.0,76293920.0,142.984,Third-Party Storage,LOT-28789,2024-10-09
2024-06-28,SKU-1003,WH-006,136,12328.0,1676608.0,3.237,Finished Goods,LOT-98622,2024-11-05
2024-06-28,SKU-1005,WH-006,2237,9334.0,20880158.0,50.556,Finished Goods,LOT-27766,2025-02-08
2024-06-28,SKU-1006,WH-006,802,11838.0,9494076.0,31.679,Raw Material,LOT-19406,2024-09-19
2024-06-28,SKU-1007,WH-006,187,7650.0,1430550.0,9.069,Finished Goods,LOT-96512,2025-06-25
2024-06-28,SKU-1009,WH-006,1330,11325.0,15062250.0,49.609,Raw Material,LOT-99684,2025-01-17
2024-06-28,SKU-1010,WH-006,2959,7037.0,20822483.0,198.845,Finished Goods,LOT-55980,2024-09-15
2024-06-28,SKU-1011,WH-006,2764,11753.0,32485292.0,149.532,Raw Material,LOT-93673,2024-09-03
2024-06-28,SKU-1012,WH-006,2361,11827.0,27923547.0,127.258,Raw Material,LOT-30283,2025-01-16
2024-06-28,SKU-1013,WH-006,2666,27592.0,73560272.0,101.841,Third-Party Storage,LOT-50186,2024-10-20
2024-06-28,SKU-1014,WH-006,1858,9043.0,16801894.0,132.29,Finished Goods,LOT-20026,2026-04-16
2024-06-28,SKU-1016,WH-006,520,9032.0,4696640.0,35.776,Third-Party Storage,LOT-85518,2024-10-13
2024-06-28,SKU-1017,WH-006,208,23057.0,4795856.0,9.922,Finished Goods,LOT-90646,2026-04-08
2024-06-28,SKU-1018,WH-006,364,10482.0,3815448.0,17.035,Finished Goods,LOT-25513,2024-08-29
2024-06-28,SKU-1022,WH-006,1654,19417.0,32115718.0,63.514,Third-Party Storage,LOT-96254,2025-06-03
2024-06-28,SKU-1023,WH-006,1259,13551.0,17060709.0,79.569,Raw Material,LOT-90357,2024-11-08
2024-06-28,SKU-1024,WH-006,295,22549.0,6651955.0,7.405,Third-Party Storage,LOT-15505,2026-05-05
2024-06-28,SKU-1025,WH-006,1235,20309.0,25081615.0,35.444,Third-Party Storage,LOT-11305,2024-09-17
2024-06-28,SKU-1026,WH-006,1910,11626.0,22205660.0,104.859,Finished Goods,LOT-69227,2024-08-04
2024-06-28,SKU-1027,WH-006,2078,14751.0,30652578.0,101.614,Finished Goods,LOT-29721,2024-08-19
2024-06-28,SKU-1028,WH-006,1649,11944.0,19695656.0,125.819,Third-Party Storage,LOT-75019,2025-03-16
2024-06-28,SKU-1029,WH-006,1919,8658.0,16614702.0,98.253,Finished Goods,LOT-69332,2024-10-23
2024-06-28,SKU-1000,WH-007,1760,21072.0,37086720.0,125.84,Raw Material,LOT-94685,2024-07-29
2024-06-28,SKU-1001,WH-007,1834,29611.0,54306574.0,123.245,Raw Material,LOT-99965,2026-01-16
2024-06-28,SKU-1002,WH-007,301,31268.0,9411668.0,17.639,Third-Party Storage,LOT-40173,2025-02-22
2024-06-28,SKU-1003,WH-007,774,12328.0,9541872.0,18.421,Finished Goods,LOT-56233,2024-09-16
2024-06-28,SKU-1005,WH-007,1778,9334.0,16595852.0,40.183,Finished Goods,LOT-11389,2024-10-10
2024-06-28,SKU-1006,WH-007,2058,11838.0,24362604.0,81.291,Raw Material,LOT-31613,2024-09-24
2024-06-28,SKU-1007,WH-007,2466,7650.0,18864900.0,119.601,Finished Goods,LOT-17306,2025-01-13
2024-06-28,SKU-1009,WH-007,2971,11325.0,33646575.0,110.818,Raw Material,LOT-17250,2024-09-04
2024-06-28,SKU-1010,WH-007,1801,7037.0,12673637.0,121.027,Finished Goods,LOT-32150,2024-09-13
2024-06-28,SKU-1011,WH-007,2429,11753.0,28548037.0,131.409,Raw Material,LOT-50169,2024-09-02
2024-06-28,SKU-1012,WH-007,2439,11827.0,28846053.0,131.462,Raw Material,LOT-82193,2025-01-06
2024-06-28,SKU-1013,WH-007,2694,27592.0,74332848.0,102.911,Third-Party Storage,LOT-79518,2024-10-16
2024-06-28,SKU-1014,WH-007,2424,9043.0,21920232.0,172.589,Finished Goods,LOT-31235,2025-03-31
2024-06-28,SKU-1016,WH-007,1208,9032.0,10910656.0,83.11,Third-Party Storage,LOT-13356,2024-08-05
2024-06-28,SKU-1017,WH-007,2799,23057.0,64536543.0,133.512,Finished Goods,LOT-88553,2025-05-31
2024-06-28,SKU-1018,WH-007,342,10482.0,3584844.0,16.006,Finished Goods,LOT-45431,2024-08-26
2024-06-28,SKU-1022,WH-007,1645,19417.0,31940965.0,63.168,Third-Party Storage,LOT-72883,2024-08-07
2024-06-28,SKU-1023,WH-007,1932,13551.0,26180532.0,122.102,Raw Material,LOT-80819,2024-12-19
2024-06-28,SKU-1024,WH-007,2152,22549.0,48525448.0,54.015,Third-Party Storage,LOT-41812,2026-01-25
2024-06-28,SKU-1025,WH-007,2885,20309.0,58591465.0,82.799,Third-Party Storage,LOT-91289,2024-08-03
2024-06-28,SKU-1026,WH-007,2104,11626.0,24461104.0,115.51,Finished Goods,LOT-76616,2024-11-08
2024-06-28,SKU-1027,WH-007,1650,14751.0,24339150.0,80.685,Finished Goods,LOT-15472,2024-09-15
2024-06-28,SKU-1028,WH-007,105,11944.0,1254120.0,8.011,Third-Party Storage,LOT-28702,2024-09-17
2024-06-28,SKU-1029,WH-007,765,8658.0,6623370.0,39.168,Finished Goods,LOT-69024,2024-08-04
